id,smiles,notes,params_json
202591,C1C(C2(C(C(OC(C2O1)N3C=NC4=CN=C(N=C43)N)C(C(=O)O)NC(=O)C(CCCN(C(=N)N)O)N)O)O)O,,
202726,COC1=C(C=C(C=C1)C=NC2=CC=C(C=C2)C(=O)O)OC,,
202774,COC1=CC=CC=C1NC2=CC=CC=C2C(=O)O,,
202819,C1CC(CCC1CO)C(=O)O,,
202918,COC1=CC=C(C=C1)NC2=CC=CC=C2C(=O)O,,
202954,C1=CC2=C(C=CC(=C2C(=C1)C(=O)O)C(=O)O)Cl,,
203275,CCCCCCCCCCCCCCCC1=CC(=CC=C1)OCC(=O)O,,
203427,CCCCCCCCCCCCCCCCCC(=O)N[C@@H](CC(C)C)C(=O)O,,
203507,CCC(C1CCCCC1)C(=O)OCCN(CC)CC.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,,
204055,CCCC1=C(C=CC2=C1OC(CC2)C(=O)O)OCCCOC3=C(C(=C(C=C3)C4=CSC=N4)OC)CC5CC5,,
204058,CCCC1=C(C=CC2=C1O[C@@H](CC2)CCC(=O)O)OCCCOC3=C(C(=C(C=C3)C(=O)NC)OC)CC4CC4,,
204106,C1=CC=C(C=C1)C(C2=CC=CC=C2)N3C4=C(C=C(C=C4)Cl)C(=C3CCNS(=O)(=O)CC5=CC(=C(C=C5)Cl)Cl)CCOC6=CC=C(C=C6)C(=O)O,,
204107,CC(C)(C)C1=CC(=C(C=C1)OC)CN[C@@H]2[C@@H](N3CCC2CC3)C(C4=CC=CC=C4)C5=CC=CC=C5.C(C(=O)O)C(CC(=O)O)(C(=O)O)O.O,,
204395,CC1=NC(=CN1CC(=O)O)[N+](=O)[O-],,
204478,CC(C)(CCCCC(C)(C)C(=O)O)C(=O)O,,
205058,C1=CC2=C(C=C1Cl)C(=CS2)CC(=O)O,,
205059,C1=CC2=C(C=C1Br)C(=CS2)CC(=O)O,,
205081,CC(C)(C)C1=CC=C(C=C1)NC2=CC=CC=C2C(=O)O,,
205082,C1=CC=C(C(=C1)C(=O)O)NC2=CC=C(C=C2)C(=O)O,,
205111,CC(C)(C(=O)O)OC1=CC=CC=C1Cl,,
205112,C1CCC(CC1)(C(=O)O)OC2=CC=C(C=C2)Cl,,
205327,CCCCNC1=CC=CC=C1C(=O)O,,
205448,C1=CC=C(C=C1)C(=O)N[C@@H](CC(=O)O)C(=O)O,,
205954,C1C(C(C(CC1(C(=O)O)OC(=O)C=CC2=CC(=C(C=C2)O)O)OC(=O)C=CC3=CC(=C(C=C3)O)O)O)O,,
206031,C[C@H](C[C@@H]([C@H](CC(C)C)NC(=O)[C@H](CC(=O)N)NC(=O)[C@H](C(C)C)NC(=O)[C@H](CC(=O)O)N)O)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)O,,
206042,CC1=C(NC(=C1CCC(=O)O)C)C=C2C3=CC=CC=C3NC2=O,,
206044,CC1=C(N=C(O1)C2=CC=CC=C2)CCOC3=CC=C(C=C3)CN(CC(=O)O)C(=O)OC4=CC=C(C=C4)OC,,
206186,CC1C(OC(C(C1OC)C)(C)O)C2CCC(O2)C3CCC(O3)C4(C(C(C5(O4)C(C(CC(O5)CC6C(C(C(C(O6)(C(C)C(=O)O)O)C)OC7CCC(C(O7)C)OC)(C)OC)OC)C)C)OC)C,,
206430,C1=CC=C2C(=C1)C(=NN2CC3=CC=C(C=C3)F)C(=O)O,,
206957,C1CN=C(NC1C(=O)O)N,,
207306,C([C@@H](C(=O)O)N)[Se][Se]C[C@@H](C(=O)O)N,,
207478,C1=CC=C2C(=C1)C(=O)C3=C(O2)C=CC(=C3)CC(=O)O,,
207650,C1C(CN(C1=O)CCC2=CC=CC=C2)C(=O)O,,
207755,CCC1=NC=C(S1)C(=O)O,,
208171,B(C1=CC(=CC=C1)NC(=O)CCC(=O)O)(O)O,,
208415,CC1CCCC2=NC=C(C(=O)N12)C(=O)O,,
208416,CC1=CC=CC2=NC=C(C(=O)N12)C(=O)O,,
208775,C1=CC=C(C=C1)C2=NC3=C(C=C(C=C3)Br)C(=C2)C(=O)O,,
208879,C(CC(=O)O)CC(=O)[O-].[NH4+],,
208901,CCO[C@@H](CC1=CC=C(C=C1)OCCC2=CC=C(C=C2)OS(=O)(=O)C)C(=O)O,,
208925,CCCCCC[C@@H](CCC)C(=O)O,,
209069,CC1=CC(=CS1)C(=O)O,,
209756,CC(C)N(C(C)C)C(=O)C1=CC=CC=C1C(=O)O,,
209805,CC1=C(SC=N1)C(=O)O,,
210320,CC(=O)N[C@@H](CC(=O)N[C@@H](CCC(=O)O)C(=O)O)C(=O)O,,
210329,C(CC(=O)O)CN.Cl,,
210648,C1=CC(=CC=C1N=NC2=CC(=C(C=C2)O)C(=O)O)Br,,
210852,CC(C1=C(C(=C(C=C1I)I)N)I)C(=O)O,,
